title,company_name,location_city,location_state,location_zip,compensation_pay,description_all
x,x,SEATTLE,WA,98101,111710,x
x,x,NEW YORK,NY,10075,69800,x
x,x,ROSELAND,NJ,,84565,x
x,x,MENLO PARK,CA,94025,136291,x
x,x,BALTIMORE,MD,21218,124464,x
x,x,DENVER,CO,80249,50911,x
x,x,SAN FRANCISCO,CA,94121,136291,x
x,x,MOUNTAIN VIEW,CA,94040,105370,x
x,x,ALPHARETTA,GA,30022,,x
x,x,MOUNTAIN VIEW,CA,94035,90910,x
x,x,SEATTLE,WA,98118,72862,x
x,x,SAN BRUNO,CA,94066,106610,x
x,x,SEATTLE,WA,,,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,SEATTLE,WA,98194,90292,x
x,x,SAN JOSE,CA,95125,106610,x
x,x,SAN BRUNO,CA,94066,106610,x
x,x,NEW YORK,NY,10015,87270,x
x,x,NEW YORK,NY,,121110,x
x,x,BAKERSFIELD,CA,93301,50911,x
x,x,MORRISVILLE,NC,,76951,x
x,x,SAN JOSE,CA,95125,106610,x
x,x,INDIANAPOLIS,IN,46202,142460,x
x,x,SPRINGFIELD,MA,1103,50911,x
x,x,PHILADELPHIA,PA,19102,50911,x
x,x,MADISON,WI,53703,50911,x
x,x,BOISE,ID,83702,78340,x
x,x,MOUNTAIN VIEW,CA,94040,50911,x
x,x,LOS ANGELES,CA,90047,89925,x
x,x,PRINCETON,NJ,8544,110690,x
x,x,SAN JOSE,CA,95110,50911,x
x,x,MOUNTAIN VIEW,CA,94035,50911,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,SAN FRANCISCO,CA,94121,89925,x
x,x,HOPKINTON,MA,1748,135930,x
x,x,ATLANTA,GA,30301,150614,x
x,x,OAKLAND,CA,94607,99760,x
x,x,NEW HAVEN,CT,6510,115139,x
x,x,FORT WASHINGTON,PA,19034,117700,x
x,x,CHARLOTTE,NC,28269,112400,x
x,x,CINCINNATI,OH,45202,89092,x
x,x,PLANO,TX,75025,24670,x
x,x,NORTHBROOK,IL,60062,109310,x
x,x,PLANO,TX,75025,88373,x
x,x,NEW YORK,NY,,69800,x
x,x,NEW YORK,NY,,121110,x
x,x,SAN FRANCISCO,CA,94121,105120,x
x,x,SANTA CLARA,CA,95054,81358,x
x,x,INDIANAPOLIS,IN,46202,50911,x
x,x,LAUREL,MD,,93700,x
x,x,WAYNE,PA,19080,109058,x
x,x,SAN FRANCISCO,CA,94117,105120,x
x,x,SANTA CLARA,CA,95054,81358,x
x,x,SAN FRANCISCO,CA,94101,106610,x
x,x,NEW YORK CITY,NY,10292,144895,x
x,x,BELLEVUE,WA,98006,50911,x
x,x,ST LOUIS,MO,63108,85444,x
x,x,ATLANTA,GA,30318,33650,x
x,x,SAN FRANCISCO,CA,94121,115941,x
x,x,SEATTLE,WA,98118,111710,x
x,x,IRVINE,CA,92602,90120,x
x,x,EL PASO,TX,79901,103930,x
x,x,,NC,,112400,x
x,x,FOSTER CITY,CA,,106610,x
x,x,MENLO PARK,CA,94025,106610,x
x,x,WARREN TOWNSHIP,NJ,,100363,x
x,x,HARTFORD,CT,,50911,x
x,x,TORONTO,ON,,93721,x
x,x,,CA,,164041,x
x,x,CUPERTINO,CA,,130328,x
x,x,SAN FRANCISCO,CA,94121,99760,x
x,x,SAN BRUNO,CA,94066,,x
x,x,SANTA CLARA,CA,95054,77330,x
x,x,RESTON,VA,20191,111840,x
x,x,TUCSON,AZ,85735,58692,x
x,x,PLANO,TX,75025,81460,x
x,x,LAS VEGAS,NV,89164,50911,x
x,x,BELLEVUE,WA,98006,100160,x
x,x,COLUMBIA,SC,29201,87762,x
x,x,,AZ,,62935,x
x,x,ATLANTA,GA,30319,90000,x
x,x,CHICAGO,IL,60624,88153,x
x,x,SARTELL,MN,56377,172880,x
x,x,SANTA CLARA,CA,95054,105120,x
x,x,SAN BRUNO,CA,94066,,x
x,x,SAN JOSE,CA,95115,106610,x
x,x,SAN BRUNO,CA,94066,99760,x
x,x,MENLO PARK,CA,94025,25386,x
x,x,BOSTON,MA,2127,135930,x
x,x,AUSTIN,TX,78763,88373,x
x,x,NEW YORK,NY,10015,173446,x
x,x,ROSELAND,NJ,7068,84565,x
x,x,NEW YORK,NY,10015,121110,x
x,x,SMITHFIELD,RI,2917,73540,x
x,x,ALPHARETTA,GA,30022,125890,x
x,x,IRVING,TX,75039,118020,x
x,x,SAN FRANCISCO,CA,94111,89925,x
x,x,BURLINGTON,WA,98233,109405,x
x,x,WASHINGTON,DC,20001,56306,x
x,x,CHICAGO,IL,60290,92027,x
x,x,WALNUT CREEK,CA,94598,113432,x
x,x,PLANO,TX,75025,88373,x
x,x,RALEIGH,NC,27607,,x
x,x,SAN FRANCISCO,CA,94121,105120,x
x,x,SAN RAMON,CA,94583,164041,x
x,x,BALTIMORE,MD,21201,103629,x
x,x,SEATTLE,WA,98101,74177,x
x,x,BIRMINGHAM,AL,35203,50911,x
x,x,TAMPA,FL,33602,50911,x
x,x,OMAHA,NE,68102,50911,x
x,x,MEMPHIS,TN,38103,50911,x
x,x,FRESNO,CA,93701,113432,x
x,x,GRAND RAPIDS,MI,49503,97049,x
x,x,BELLEVUE,WA,98005,100160,x
x,x,SKILLMAN,NJ,8558,50911,x
x,x,PLANO,TX,75025,88373,x
x,x,WASHINGTON,DC,20036,50911,x
x,x,MOUNTAIN VIEW,CA,94041,90120,x
x,x,PHILADELPHIA,PA,19102,105180,x
x,x,WASHINGTON,DC,20404,121920,x
x,x,FREMONT,CA,94536,117129,x
x,x,PLANO,TX,75025,81460,x
x,x,FRANCONIA,VA,,63050,x
x,x,CUPERTINO,CA,95015,89925,x
x,x,SAN FRANCISCO,CA,94121,123500,x
x,x,PHOENIX,AZ,85020,50911,x
x,x,NEW YORK,NY,10015,121110,x
x,x,MINNEAPOLIS,MN,55416,266011,x
x,x,PHILADELPHIA,PA,19170,117700,x
x,x,ARVADA,CO,80002,85524,x
x,x,MOUNTAIN VIEW,CA,94041,127548,x
x,x,PRINCETON,NJ,8544,110690,x
x,x,AUSTIN,TX,78746,118020,x
x,x,NEW YORK CITY,NY,10021,121110,x
x,x,ATLANTA,GA,30318,80515,x
x,x,SANTA CLARA,CA,95054,164041,x
x,x,PALO ALTO,CA,,121269,x
x,x,LOS ANGELES,CA,90028,,x
x,x,WASHINGTON,DC,20435,,x
x,x,MOUNTAIN VIEW,CA,94043,89925,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,FRAMINGHAM,MA,1701,103201,x
x,x,PLANO,TX,75025,88373,x
x,x,FORT WORTH,TX,76101,83345,x
x,x,PALO ALTO,CA,94306,,x
x,x,PORTLAND,OR,97218,114698,x
x,x,PASADENA,CA,91105,105120,x
x,x,ROSELAND,NJ,7068,84565,x
x,x,ANNAPOLIS JUNCTION,MD,,108970,x
x,x,LOUISVILLE,KY,40201,79906,x
x,x,ROSELAND,NJ,7068,84565,x
x,x,LOS ANGELES,CA,90064,106610,x
x,x,LOS ANGELES,CA,90047,115055,x
x,x,SAN RAMON,CA,94583,127548,x
x,x,ROSEVILLE,CA,,115055,x
x,x,IRVING,TX,75039,135000,x
x,x,ORLANDO,FL,32817,72942,x
x,x,HOUSTON,TX,77008,91403,x
x,x,SAN MATEO,CA,94403,50911,x
x,x,CAMBRIDGE,MA,2139,135930,x
x,x,NEW YORK,NY,10015,173446,x
x,x,LOUISVILLE,KY,40201,28870,x
x,x,PRINCETON,NJ,8544,50911,x
x,x,SAN JOSE,CA,95125,106610,x
x,x,NEW YORK,NY,10015,97774,x
x,x,HOUSTON,TX,77002,91403,x
x,x,SAN BRUNO,CA,94066,,x
x,x,PALO ALTO,CA,94306,127548,x
x,x,SANTA CLARA,CA,95054,105120,x
x,x,AUSTIN,TX,78746,118020,x
x,x,SAN FRANCISCO,CA,94107,106610,x
x,x,NEW YORK,NY,10015,99610,x
x,x,FRAMINGHAM,MA,1701,135930,x
x,x,CHEVY CHASE,MD,20825,71090,x
x,x,NEW YORK,NY,10015,121110,x
x,x,PALO ALTO,CA,94306,106610,x
x,x,SEATTLE,WA,98118,90630,x
x,x,STAMFORD,CT,6903,95058,x
x,x,SAN FRANCISCO,CA,94121,89925,x
x,x,BALTIMORE,MD,21218,124464,x
x,x,CHICAGO,IL,60632,109310,x
x,x,PENNINGTON,NJ,8534,110690,x
x,x,BRISBANE,CA,94005,106610,x
x,x,CHICAGO,IL,60624,109310,x
x,x,PALO ALTO,CA,94306,,x
x,x,HILLSBORO,OR,97123,121950,x
x,x,TULSA,OK,74101,66159,x
x,x,HOUSTON,TX,77008,103552,x
x,x,NEW YORK,NY,10015,98416,x
x,x,PALO ALTO,CA,94304,127548,x
x,x,SANTA MONICA,CA,90405,106610,x
x,x,MENLO PARK,CA,94025,99760,x
x,x,MADISON,WI,53703,60909,x
x,x,LANHAM,MD,20706,71090,x
x,x,,CO,,50911,x
x,x,SUNNYVALE,CA,,106610,x
x,x,SAN FRANCISCO,CA,94107,106610,x
x,x,SAN RAMON,CA,94583,164041,x
x,x,,NJ,,89630,x
x,x,SAN FRANCISCO,CA,94105,87160,x
x,x,HARTFORD,CT,6155,34854,x
x,x,CARSON,CA,90745,105233,x
x,x,CLEVELAND,OH,44101,77926,x
x,x,BELLEVUE,WA,98004,50911,x
x,x,INDIANAPOLIS,IN,46202,142460,x
x,x,SAN BRUNO,CA,94066,106610,x
x,x,MELBOURNE,FL,32901,90824,x
x,x,BOSTON,MA,2133,135930,x
x,x,SAN FRANCISCO,CA,94121,72987,x
x,x,CAPE CORAL,FL,33904,50911,x
x,x,REDMOND,WA,98053,90630,x
x,x,SAN BRUNO,CA,94066,106610,x
x,x,BUFFALO,NY,14201,50911,x
x,x,HARTFORD,CT,6132,50911,x
x,x,DALLAS,TX,75201,50911,x
x,x,NEW YORK,NY,10015,99610,x
x,x,SAN FRANCISCO,CA,94107,106610,x
x,x,NEW BERLIN,WI,53151,50911,x
x,x,COLORADO SPRINGS,CO,80903,106147,x
x,x,JACKSON,MS,39201,81983,x
x,x,RICHLAND,WA,99352,90292,x
x,x,SEATTLE,WA,98144,90630,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,SEATTLE,WA,98118,90630,x
x,x,BEAVERTON,OR,97006,121950,x
x,x,PALO ALTO,CA,94301,106610,x
x,x,,NC,,84641,x
x,x,STAMFORD,CT,6903,50911,x
x,x,MOUNTAIN VIEW,CA,94041,58510,x
x,x,MILWAUKEE,WI,53202,91229,x
x,x,HARRISBURG,PA,17111,117700,x
x,x,COLUMBUS,OH,43203,100933,x
x,x,SAN MATEO,CA,94403,105120,x
x,x,ADDISON,TX,75001,91403,x
x,x,LOS ANGELES,CA,90038,106610,x
x,x,CAMBRIDGE,MA,2142,135930,x
x,x,BOSTON,MA,2127,162626,x
x,x,BETHESDA,MD,20813,106219,x
x,x,BOSTON,MA,2127,162626,x
x,x,WALNUT CREEK,CA,94596,113432,x
x,x,REDMOND,WA,98052,90630,x
x,x,ATLANTA,GA,30301,50911,x
x,x,MENLO PARK,CA,94025,50911,x
x,x,CAMBRIDGE,MA,2238,50911,x
x,x,NEW YORK CITY,NY,10176,173446,x
x,x,OAKLAND,CA,94601,69870,x
x,x,LITTLETON,MA,1460,135930,x
x,x,CHEVY CHASE,MD,,,x
x,x,SEATTLE,WA,98194,111710,x
x,x,NEW YORK,NY,10015,95726,x
x,x,DENVER,CO,80249,50911,x
x,x,SEATTLE,WA,98118,133649,x
x,x,CHICAGO,IL,60623,86980,x
x,x,PALO ALTO,CA,94306,106610,x
x,x,PLANO,TX,75025,103552,x
x,x,PALO ALTO,CA,94306,127548,x
x,x,SAN JOSE,CA,95115,106610,x
x,x,SAN ANTONIO,TX,78207,28140,x
x,x,SAN FRANCISCO,CA,94112,164041,x
x,x,PALO ALTO,CA,94306,106610,x
x,x,SCRANTON,PA,18503,105180,x
x,x,CHARLOTTESVILLE,VA,22903,81310,x
x,x,SAN DIEGO,CA,92190,107500,x
x,x,SUN CITY WEST,AZ,85375,87350,x
x,x,WALTHAM,MA,2454,97065,x
x,x,MELBOURNE,FL,32935,149010,x
x,x,SAN FRANCISCO,CA,,89925,x
x,x,PALO ALTO,CA,94301,106610,x
x,x,,NJ,,99840,x
x,x,LOS ANGELES,CA,90047,106610,x
x,x,SUNNYVALE,CA,94086,106610,x
x,x,REDWOOD CITY,CA,94061,127548,x
x,x,PLANO,TX,75025,88373,x
x,x,DALLAS,TX,75214,81460,x
x,x,REDMOND,WA,98053,90630,x
x,x,ASHBURN,VA,20148,124984,x
x,x,SAN FRANCISCO,CA,94111,105120,x
x,x,,IL,,114537,x
x,x,VIENNA,VA,22180,50911,x
x,x,PALO ALTO,CA,94304,106610,x
x,x,SAN FRANCISCO,CA,94107,99760,x
x,x,MENLO PARK,CA,94025,136291,x
x,x,MOUNTAIN VIEW,CA,94041,58510,x
x,x,INDIA,TX,,118020,x
x,x,PLANO,TX,75025,88373,x
x,x,MOUNTAIN VIEW,CA,94041,58510,x
x,x,BROOKLYN,NY,11226,121110,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,SAN MATEO,CA,94403,50911,x
x,x,WASHINGTON,DC,20001,114312,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,REDMOND,WA,98053,90630,x
x,x,WARREN TOWNSHIP,NJ,,100363,x
x,x,FRESNO,CA,93701,50911,x
x,x,WORCESTER,MA,1602,50911,x
x,x,PORTLAND,OR,97201,50911,x
x,x,MILWAUKEE,WI,53202,50911,x
x,x,DES MOINES,IA,50309,84240,x
x,x,SYRACUSE,NY,13202,111174,x
x,x,CHICAGO,IL,60624,130778,x
x,x,ASHBURN,VA,20148,124984,x
x,x,BRISBANE,CA,94005,106610,x
x,x,PLANO,TX,75025,88373,x
x,x,BLOOMFIELD,CT,6002,50911,x
x,x,FOSTER CITY,CA,,106610,x
x,x,PALO ALTO,CA,94303,106610,x
x,x,IRVINE,CA,92604,105120,x
x,x,NEW YORK CITY,NY,10001,95000,x
x,x,SHERMAN OAKS,CA,91423,120000,x
x,x,DALLAS,TX,75201,103930,x
x,x,RICHARDSON,TX,75081,88373,x
x,x,PALO ALTO,CA,94301,106610,x
x,x,BOSTON,MA,2121,96672,x
x,x,LAS VEGAS,NV,89107,50911,x
x,x,LONGMONT,CO,80503,50911,x
x,x,SEATTLE,WA,98118,109405,x
x,x,MENLO PARK,CA,94025,106610,x
x,x,NORTHBROOK,IL,60062,109310,x
x,x,MINNEAPOLIS,MN,55401,91098,x
x,x,LAKELAND,FL,33805,149010,x
x,x,VANCOUVER,BC,,50911,x
x,x,ORLANDO,FL,32801,50911,x
x,x,ALBUQUERQUE,NM,87102,50911,x
x,x,KNOXVILLE,TN,37902,50911,x
x,x,,CA,,89925,x
x,x,PHOENIX,AZ,85003,50911,x
x,x,BAKERSFIELD,CA,93301,113432,x
x,x,MINNEAPOLIS,MN,55401,97613,x
x,x,BALTIMORE,MD,21201,50911,x
x,x,EAST PITTSBURGH,PA,15112,50911,x
x,x,SEATTLE,WA,98118,90630,x
x,x,WASHINGTON,DC,20404,104571,x
x,x,CHARLOTTE,NC,28201,99670,x
x,x,KING OF PRUSSIA,PA,19406,,x
x,x,BIRMINGHAM,AL,35203,91982,x
x,x,CHICAGO,IL,60601,100234,x
x,x,CLEVELAND,OH,44102,89092,x
x,x,PRINCETON,NJ,8544,110690,x
x,x,PLANO,TX,75025,81460,x
x,x,CHARLOTTE,NC,28269,87526,x
x,x,BOSTON,MA,2127,135930,x
x,x,DALLAS,TX,75214,88373,x
x,x,COLUMBIA,SC,29201,50911,x
x,x,LOS ANGELES,CA,90047,87160,x
x,x,MOUNTAIN VIEW,CA,94035,89925,x
x,x,EAST PITTSBURGH,PA,15112,105180,x
x,x,CLEMSON,SC,29631,34854,x
x,x,WATERTOWN,MA,2172,135930,x
x,x,PLANO,TX,75025,88373,x
x,x,ARLINGTON,VA,22203,63050,x
x,x,BOSTON,MA,2127,162626,x
x,x,AUSTIN,TX,78712,54000,x
x,x,TEMPLE HILLS,MD,20757,71090,x
x,x,FRESNO,CA,93650,105233,x
x,x,JACKSONVILLE,FL,32204,90824,x
x,x,NEW YORK,NY,10075,121110,x
x,x,ATLANTA,GA,30318,125890,x
x,x,OAKLAND,CA,94605,99760,x
x,x,ATLANTA,GA,30326,85900,x
x,x,SAN FRANCISCO,CA,94121,109584,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,ALEXANDRIA,VA,22303,103873,x
x,x,NEW YORK CITY,NY,10004,121110,x
x,x,SEATTLE,WA,98134,111710,x
x,x,MINNEAPOLIS,MN,55401,96790,x
x,x,HARRISBURG,PA,17101,50911,x
x,x,TUCSON,AZ,85701,99481,x
x,x,BEAVERTON,OR,97005,121950,x
x,x,OXON HILL,MD,20750,71090,x
x,x,WICHITA,KS,67202,87641,x
x,x,BURNABY,BC,,93721,x
x,x,MOUNTAIN VIEW,CA,94041,50911,x
x,x,DENVER,CO,80249,110000,x
x,x,DETROIT,MI,48210,120000,x
x,x,REDWOOD CITY,CA,94063,106610,x
x,x,SAN JOSE,CA,95131,106610,x
x,x,NEW YORK,NY,10015,144895,x
x,x,SKILLMAN,NJ,8558,50911,x
x,x,REDMOND,WA,98052,90630,x
x,x,HOFFMAN ESTATES,IL,60179,85368,x
x,x,COLUMBIA,ME,,94500,x
x,x,LOS GATOS,CA,95030,77330,x
x,x,SAN ANTONIO,TX,78202,103930,x
x,x,NEW YORK,NY,10015,144895,x
x,x,PRINCETON,NJ,8544,110690,x
x,x,SIMI VALLEY,CA,93065,99760,x
x,x,PALO ALTO,CA,94306,121269,x
x,x,PHILADELPHIA,PA,19170,117700,x
x,x,TORONTO,ON,,50911,x
x,x,SOUTH WALES,VA,,103873,x
x,x,SAN BRUNO,CA,94066,,x
x,x,LOS ANGELES,CA,90001,105120,x
x,x,BLUE BELL,PA,19424,85238,x
x,x,SAN FRANCISCO,CA,94102,50911,x
x,x,JACKSONVILLE,FL,32202,50911,x
x,x,LAS VEGAS,NV,89101,50911,x
x,x,CHATTANOOGA,TN,37402,50911,x
x,x,MCALLEN,TX,78501,103930,x
x,x,OXNARD,CA,93030,113432,x
x,x,SAINT LOUIS,MO,63101,94052,x
x,x,ALLENTOWN,PA,18101,105180,x
x,x,HOFFMAN ESTATES,IL,60179,57757,x
x,x,SAN FRANCISCO,CA,94121,109584,x
x,x,SAN DIEGO,CA,92119,72260,x
x,x,CHICAGO,IL,60623,109310,x
x,x,SEATTLE,WA,98101,111710,x
x,x,SAN CLEMENTE,CA,92674,106610,x
x,x,PLANO,TX,75025,18640,x
x,x,SAN MATEO,CA,94497,127548,x
x,x,LOS GATOS,CA,95030,132383,x
x,x,PRINCETON,NJ,8544,110690,x
x,x,AKRON,OH,,122128,x
x,x,REDWOOD CITY,CA,94061,155000,x
x,x,SAN FRANCISCO,CA,94121,89925,x
x,x,PLANO,TX,75025,148136,x
x,x,ANNAPOLIS JUNCTION,MD,20701,93700,x
x,x,NEW YORK CITY,NY,10013,121110,x
x,x,INDIANAPOLIS,IN,46202,142460,x
x,x,SANTA CLARA,CA,95054,89925,x
x,x,BOSTON,MA,2127,85315,x
x,x,INDIANAPOLIS,IN,46201,50911,x
x,x,DAYTON,OH,45402,50911,x
x,x,SAN FRANCISCO,CA,94103,106610,x
x,x,CHEVY CHASE,MD,20825,106219,x
x,x,NORTH PORT,FL,34287,103271,x
x,x,NEW YORK CITY,NY,10001,111174,x
x,x,HEADQUARTERS,BC,,50911,x
x,x,REDWOOD CITY,CA,94061,120000,x
x,x,LAS VEGAS,NV,89107,110000,x
x,x,SEATTLE,WA,98118,26780,x
x,x,NEW YORK,NY,10015,121110,x
x,x,SAN FRANCISCO,CA,94112,105233,x
x,x,NEW YORK CITY,NY,10165,135000,x
x,x,VIENNA,VA,22180,50911,x
x,x,MENLO PARK,CA,94025,136291,x
x,x,NEW YORK,NY,10015,50911,x
x,x,KANSAS CITY,MO,64138,50911,x
x,x,SANTA MONICA,CA,90408,109584,x
x,x,SAN FRANCISCO,CA,94121,136291,x
x,x,CHARLESTON,SC,29401,87762,x
x,x,SEATTLE,WA,98118,81495,x
x,x,ROCHESTER,MI,48306,68930,x
x,x,MOUNTAIN VIEW,CA,94041,89925,x
x,x,NEW YORK,NY,10015,173446,x
x,x,LAUREL,MD,,,x
x,x,CHANTILLY,VA,20151,101050,x
x,x,CAMBRIDGE,MA,2238,102730,x
x,x,EDEN PRAIRIE,MN,55344,172880,x
x,x,IRVINE,CA,92604,90120,x
x,x,SEATTLE,WA,98118,111710,x
x,x,NEW YORK,NY,10015,83990,x
x,x,GARRETT PARK,MD,20896,71090,x
x,x,PRINCETON,NJ,8544,114326,x
x,x,CHICAGO,IL,60624,,x
x,x,AUSTIN,TX,78744,118020,x
x,x,REDMOND,WA,98052,74177,x
x,x,BOSTON,MA,2127,135930,x
x,x,NEW YORK,NY,10015,144895,x
x,x,CHICAGO,IL,60624,109310,x
x,x,WATERTOWN,MA,2172,50911,x
x,x,BASKING RIDGE,NJ,7920,75780,x
x,x,NEW YORK,NY,10015,121110,x
x,x,NEEDHAM HEIGHTS,MA,,135930,x
x,x,ST LOUIS,MO,,85444,x
x,x,ANNAPOLIS JUNCTION,MD,20701,123170,x
x,x,CAMBRIDGE,MA,2140,135930,x
x,x,CASCADE,MD,21719,123170,x
x,x,SAN FRANCISCO,CA,94107,115055,x
x,x,LOS ANGELES,CA,90001,127548,x
x,x,AUSTIN,TX,73301,50911,x
x,x,BALTIMORE,MD,21218,106219,x
x,x,PITTSBURGH,PA,15224,117700,x
x,x,MILWAUKEE,WI,53211,50911,x
x,x,DRAPER,UT,84020,50911,x
x,x,SAN FRANCISCO,CA,94121,115000,x
x,x,PLANO,TX,75025,88373,x
x,x,MARSHFIELD,WI,54449,111620,x
x,x,NORTHBROOK,IL,60062,25195,x
x,x,,NC,,112400,x
x,x,SANTA CLARA,CA,95052,106610,x
x,x,ALEXANDRIA,VA,22336,103873,x
x,x,NEW YORK,NY,10015,173446,x
x,x,SAN JOSE,CA,95113,123651,x
x,x,LOUISVILLE,KY,40266,73136,x
x,x,MURRAY,UT,,42239,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,REDMOND,WA,98052,100160,x
x,x,SAN DIEGO,CA,92119,106610,x
x,x,MADISON,WI,53703,91229,x
x,x,CUPERTINO,CA,95015,50911,x
x,x,VIENNA,VA,22180,122875,x
x,x,SUNNYVALE,CA,94087,99760,x
x,x,SANTA CLARA,TX,,50911,x
x,x,COLUMBIA,ME,,60700,x
x,x,DALLAS,TX,75214,81460,x
x,x,PRINCETON,NJ,8544,110690,x
x,x,PRINCETON,NJ,8544,110690,x
x,x,SAN FRANCISCO,CA,,106610,x
x,x,PORTLAND,OR,97218,87485,x
x,x,HYATTSVILLE,MD,20781,71090,x
x,x,RICHLAND,WA,99352,111710,x
x,x,MOUNTAIN VIEW,CA,94041,91430,x
x,x,BOSTON,MA,2121,,x
x,x,SKILLMAN,NJ,8558,50911,x
x,x,NEW YORK CITY,NY,10001,77196,x
x,x,EL PASO,TX,79901,83345,x
x,x,SKILLMAN,NJ,8558,50911,x
x,x,REDMOND,WA,98053,90630,x
x,x,WESTLAKE,TX,,103930,x
x,x,AUSTIN,TX,78746,91403,x
x,x,REDWOOD CITY,CA,94061,105370,x
x,x,PLANO,TX,75026,148136,x
x,x,PALO ALTO,CA,,121269,x
x,x,NEW YORK,NY,10075,50911,x
x,x,NEW YORK,NY,10015,97774,x
x,x,WEST HARRISON,NY,10604,121110,x
x,x,NEWTON,MA,2162,135930,x
x,x,SAN FRANCISCO,CA,94105,106610,x
x,x,REDMOND,WA,98052,90630,x
x,x,MOUNTAIN VIEW,CA,94035,73407,x
x,x,HEADQUARTERS,BC,,60909,x
x,x,ALBANY,NY,12202,50911,x
x,x,GROTON,CT,6349,85950,x
x,x,MOUNTAIN VIEW,CA,94035,106610,x
x,x,SANTA CLARA,CA,95054,106610,x
x,x,WALTHAM,MA,2451,123619,x
x,x,SAN FRANCISCO,CA,,106610,x
x,x,SAN JOSE,CA,95125,50911,x
x,x,SAN JOSE,CA,95125,106610,x
x,x,ANNAPOLIS JUNCTION,MD,,66804,x
x,x,BRISBANE,CA,94005,106610,x
x,x,CAMBRIDGE,MA,2139,113277,x
x,x,NEW YORK,NY,10015,83990,x
x,x,SANTA CLARA,CA,95054,77550,x
x,x,NORTH PORT,FL,34287,50911,x
x,x,NEW YORK,NY,10025,121110,x
x,x,BOSTON,MA,2127,113277,x
x,x,NEW YORK CITY,NY,10001,50911,x
x,x,STOCKTON,CA,95202,113432,x
x,x,REDWOOD CITY,CA,94065,106610,x
x,x,BRIDGEWATER,NJ,8807,135000,x
x,x,CHICAGO,IL,60624,100031,x
x,x,TUCSON,AZ,85735,58692,x
x,x,NEW YORK,NY,10015,100000,x
x,x,ROANOKE,TX,76262,103930,x
x,x,SAN FRANCISCO,CA,94104,106610,x
x,x,KANSAS CITY,MO,64101,94052,x
x,x,BOSTON,MA,2127,135930,x
x,x,REDMOND,WA,98053,90630,x
x,x,SAN FRANCISCO,CA,94121,72987,x
x,x,SEATTLE,WA,98118,111710,x
x,x,LITTLETON,CO,80121,121587,x
x,x,MURRAY,UT,,42239,x
x,x,SAN ANTONIO,TX,78201,118020,x
x,x,PALO ALTO,CA,94306,105120,x
x,x,,CA,,106610,x
x,x,CAMBRIDGE,MA,2140,135930,x
x,x,CAMBRIDGE,MA,2140,97065,x
x,x,SAN FRANCISCO,CA,94121,106610,x
x,x,NEW YORK CITY,NY,10001,61268,x
x,x,PALO ALTO,CA,,127548,x
x,x,REDWOOD CITY,CA,94063,106610,x
x,x,SEATTLE,WA,98101,133649,x
x,x,NEW YORK CITY,NY,10001,144895,x
x,x,CHEVY CHASE,MD,20815,123170,x
x,x,SANTA CLARA,CA,95054,105120,x
x,x,IRVINE,CA,92604,90120,x
x,x,LOS ANGELES,CA,,99760,x
x,x,STAMFORD,CT,6903,95058,x
x,x,HOFFMAN ESTATES,IL,60179,85368,x
x,x,MENLO PARK,CA,94025,105120,x
x,x,SANTA CLARA,CA,95050,89925,x
x,x,SANTA CLARA,CA,95054,105120,x
x,x,MENLO PARK,CA,94025,99760,x
x,x,WALTHAM,MA,2451,113128,x
x,x,SANTA CLARA,CA,95054,40571,x
x,x,ATLANTA,GA,30318,,x
x,x,STAMFORD,CT,6912,95058,x
x,x,MOUNTAIN VIEW,CA,94041,58510,x
x,x,REDMOND,WA,98053,90630,x
x,x,,UT,,81370,x
x,x,WESTLAKE,TX,,103930,x
x,x,CAMBRIDGE,MA,2140,117807,x
x,x,ANNAPOLIS JUNCTION,MD,,66804,x
x,x,BOSTON,MA,2127,135930,x
x,x,REDWOOD CITY,CA,94065,114642,x
x,x,CHICAGO,IL,60654,86980,x
x,x,SUNNYVALE,CA,94087,106610,x
x,x,ROCKVILLE,MD,20850,71090,x
x,x,SEATTLE,WA,,90292,x
x,x,NEW BERLIN,WI,53151,72219,x
x,x,PLANO,TX,75074,88373,x
x,x,SAN FRANCISCO,CA,94112,110856,x
x,x,SAN FRANCISCO,CA,94121,87684,x
x,x,SEATTLE,WA,98118,111710,x
x,x,PLANO,TX,75025,103552,x
x,x,SANTA CLARA,CA,95054,40571,x
x,x,SEATTLE,WA,98118,130508,x
x,x,PLANO,TX,75025,88373,x
x,x,WHEATON,MD,,71090,x
x,x,BURLINGTON,MA,1803,135930,x
x,x,REDMOND,WA,98052,90630,x
x,x,RICHLAND,WA,99352,111710,x
x,x,SAN MATEO,CA,94403,105370,x
x,x,ST LOUIS,MO,63108,85444,x
x,x,DISTRICT HEIGHTS,MD,20747,71090,x
x,x,VANCOUVER,WA,98662,111710,x
